director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
Jesse Dylan,Hector Elizondo,Fred Willard,English,USA,Comedy Fantasy,how high,Jesse Dylan Hector Elizondo Fred Willard Comedy Fantasy how high
Brian Henson,Steven Mackintosh,Jerry Nelson,English,USA,Comedy Drama Family Fantasy Musical,the muppet christmas carol,Brian Henson Steven Mackintosh Jerry Nelson Comedy Drama Family Fantasy Musical the muppet christmas carol
Martin Campbell,Eva Green,Tobias Menzies,English,UK,Action Adventure Thriller,casino royale,Martin Campbell Eva Green Tobias Menzies Action Adventure Thriller casino royale
Julie Taymor,Salma Hayek,Roger Rees,English,USA,Biography Drama Romance,frida,Julie Taymor Salma Hayek Roger Rees Biography Drama Romance frida
Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,English,USA,Documentary Music,katy perry: part of me,Dan Cutforth Lexie Contursi Ashley Ashida Dixon Documentary Music katy perry: part of me
Josh Boone,Shailene Woodley,Sam Trammell,English,USA,Drama Romance,the fault in our stars,Josh Boone Shailene Woodley Sam Trammell Drama Romance the fault in our stars
John Dahl,Matt Damon,Martin Landau,English,USA,Crime Drama,rounders,John Dahl Matt Damon Martin Landau Crime Drama rounders
Chris Rock,Rosario Dawson,Romany Malco,English,USA,Comedy Romance,top five,Chris Rock Rosario Dawson Romany Malco Comedy Romance top five
John Frankenheimer,Talia Shire,Richard Dysart,English,USA,Horror Sci-Fi,prophecy,John Frankenheimer Talia Shire Richard Dysart Horror Sci-Fi prophecy
David Koepp,Illeana Douglas,Kathryn Erbe,English,USA,Horror Mystery Thriller,stir of echoes,David Koepp Illeana Douglas Kathryn Erbe Horror Mystery Thriller stir of echoes
unknown,Peter Mensah,Kelvin Taylor,English,USA,Action Adventure Biography Drama History,spartacus: war of the damned            ,unknown Peter Mensah Kelvin Taylor Action Adventure Biography Drama History spartacus: war of the damned            
Stephen Frears,Steve Coogan,Mare Winningham,English,UK,Biography Drama,philomena,Stephen Frears Steve Coogan Mare Winningham Biography Drama philomena
Mike Binder,Alicia Witt,Erika Christensen,English,USA,Comedy Drama,the upside of anger,Mike Binder Alicia Witt Erika Christensen Comedy Drama the upside of anger
Franklin J. Schaffner,Laurence Olivier,Anne Meara,English,UK,Drama Thriller,the boys from brazil,Franklin J. Schaffner Laurence Olivier Anne Meara Drama Thriller the boys from brazil
Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,English,USA,Comedy Family Fantasy Romance,aquamarine,Elizabeth Allen Rosenbaum Tammin Sursok Joanna 'JoJo' Levesque Comedy Family Fantasy Romance aquamarine
Jake Schreier,Nat Wolff,Cara Delevingne,English,USA,Drama Mystery Romance,paper towns,Jake Schreier Nat Wolff Cara Delevingne Drama Mystery Romance paper towns
Cheryl Dunye,Michael Imperioli,Marsha Thomason,English,USA,Comedy,my baby's daddy,Cheryl Dunye Michael Imperioli Marsha Thomason Comedy my baby's daddy
Alexander Payne,Devin Ratray,Bruce Dern,English,USA,Adventure Comedy Drama,nebraska,Alexander Payne Devin Ratray Bruce Dern Adventure Comedy Drama nebraska
Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,English,USA,Action Fantasy Horror Thriller,tales from the crypt: demon knight,Ernest R. Dickerson CCH Pounder Jada Pinkett Smith Action Fantasy Horror Thriller tales from the crypt: demon knight
Tim Hill,Noel Fisher,Amber Valletta,English,USA,Comedy Crime Family,max keeble's big move,Tim Hill Noel Fisher Amber Valletta Comedy Crime Family max keeble's big move
Jason Reitman,Charlize Theron,Patton Oswalt,English,USA,Comedy Drama,young adult,Jason Reitman Charlize Theron Patton Oswalt Comedy Drama young adult
Mark Neveldine,Jason Statham,Edi Gathegi,English,USA,Action Crime Thriller,crank,Mark Neveldine Jason Statham Edi Gathegi Action Crime Thriller crank
Lionel C. Martin,Bernie Mac,Gilbert Gottfried,English,USA,Comedy,how to be a player,Lionel C. Martin Bernie Mac Gilbert Gottfried Comedy how to be a player
Richard LaGravenese,Holly Hunter,Eddie Cibrian,English,USA,Comedy Drama Romance,living out loud,Richard LaGravenese Holly Hunter Eddie Cibrian Comedy Drama Romance living out loud
Sanaa Hamri,Common,Laz Alonso,English,USA,Comedy Romance Sport,just wright,Sanaa Hamri Common Laz Alonso Comedy Romance Sport just wright
Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,English,USA,Drama Romance,rachel getting married,Jonathan Demme Anne Hathaway Rosemarie DeWitt Drama Romance rachel getting married
Bob Rafelson,Anjelica Huston,Michael Lerner,English,USA,Crime Drama Romance Thriller,the postman always rings twice,Bob Rafelson Anjelica Huston Michael Lerner Crime Drama Romance Thriller the postman always rings twice
Peter Webber,Scarlett Johansson,Colin Firth,English,UK,Biography Drama Romance,girl with a pearl earring,Peter Webber Scarlett Johansson Colin Firth Biography Drama Romance girl with a pearl earring
Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,German,West Germany,Adventure Drama Thriller War,das boot,Wolfgang Petersen Jürgen Prochnow Martin Semmelrogge Adventure Drama Thriller War das boot
John Lee Hancock,Dennis Quaid,Marc Blucas,English,USA,Drama History War Western,the alamo,John Lee Hancock Dennis Quaid Marc Blucas Drama History War Western the alamo
Wallace Wolodarsky,Heather Matarazzo,Barry Watson,English,USA,Comedy,sorority boys,Wallace Wolodarsky Heather Matarazzo Barry Watson Comedy sorority boys
Richard Curtis,Tom Hughes,Tom Hollander,English,UK,Drama Fantasy Romance,about time,Richard Curtis Tom Hughes Tom Hollander Drama Fantasy Romance about time
Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Mandarin,China,Action Adventure Drama Romance,house of flying daggers,Yimou Zhang Takeshi Kaneshiro Andy Lau Action Adventure Drama Romance house of flying daggers
Nicholas Jarecki,Nate Parker,Curtiss Cook,English,USA,Drama Thriller,arbitrage,Nicholas Jarecki Nate Parker Curtiss Cook Drama Thriller arbitrage
Dean Israelite,Gary Weeks,Jonny Weston,English,USA,Sci-Fi Thriller,project almanac,Dean Israelite Gary Weeks Jonny Weston Sci-Fi Thriller project almanac
Darnell Martin,Cedric the Entertainer,Veronika Dash,English,USA,Biography Drama Music,cadillac records,Darnell Martin Cedric the Entertainer Veronika Dash Biography Drama Music cadillac records
Scott Alexander,Sarah Silverman,Dave Chappelle,English,USA,Comedy Crime,screwed,Scott Alexander Sarah Silverman Dave Chappelle Comedy Crime screwed
Stuart Gordon,Christopher Lambert,Kurtwood Smith,English,Australia,Action Crime Sci-Fi Thriller,fortress,Stuart Gordon Christopher Lambert Kurtwood Smith Action Crime Sci-Fi Thriller fortress
Christopher Guest,John Michael Higgins,Catherine O'Hara,English,USA,Comedy,for your consideration,Christopher Guest John Michael Higgins Catherine O'Hara Comedy for your consideration
Woody Allen,Melanie Griffith,Aleksa Palladino,English,USA,Comedy Drama,celebrity,Woody Allen Melanie Griffith Aleksa Palladino Comedy Drama celebrity
Ryan Murphy,Jill Clayburgh,Joseph Cross,English,USA,Comedy Drama,running with scissors,Ryan Murphy Jill Clayburgh Joseph Cross Comedy Drama running with scissors
Robert Iscove,Anika Noni Rose,Kelly Clarkson,English,USA,Comedy Musical Romance,from justin to kelly,Robert Iscove Anika Noni Rose Kelly Clarkson Comedy Musical Romance from justin to kelly
Spike Lee,Michael Imperioli,Debi Mazar,English,USA,Comedy Drama,girl 6,Spike Lee Michael Imperioli Debi Mazar Comedy Drama girl 6
Jane Campion,Jennifer Jason Leigh,Nick Damici,English,Australia,Mystery Thriller,in the cut,Jane Campion Jennifer Jason Leigh Nick Damici Mystery Thriller in the cut
James Gray,Isabella Rossellini,Vinessa Shaw,English,USA,Drama Romance,two lovers,James Gray Isabella Rossellini Vinessa Shaw Drama Romance two lovers
Fred Schepisi,Bob Hoskins,Ray Winstone,English,UK,Drama,last orders,Fred Schepisi Bob Hoskins Ray Winstone Drama last orders
Joon-ho Bong,Doona Bae,Kang-ho Song,Korean,South Korea,Comedy Drama Horror Sci-Fi,the host,Joon-ho Bong Doona Bae Kang-ho Song Comedy Drama Horror Sci-Fi the host
Roger Spottiswoode,Robert Duvall,Treat Williams,English,USA,Adventure Crime Thriller,the pursuit of d.b. cooper,Roger Spottiswoode Robert Duvall Treat Williams Adventure Crime Thriller the pursuit of d.b. cooper
Antonia Bird,Jeremy Davies,Jeffrey Jones,English,Czech Republic,Fantasy Horror Thriller,ravenous,Antonia Bird Jeremy Davies Jeffrey Jones Fantasy Horror Thriller ravenous
Jon Poll,Robert Downey Jr.,Megan Park,English,USA,Comedy Drama Romance,charlie bartlett,Jon Poll Robert Downey Jr. Megan Park Comedy Drama Romance charlie bartlett
Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Italian,Italy,Drama,the great beauty,Paolo Sorrentino Toni Servillo Sabrina Ferilli Drama the great beauty
Peter Care,Kieran Culkin,Michael Harding,English,USA,Comedy Drama,the dangerous lives of altar boys,Peter Care Kieran Culkin Michael Harding Comedy Drama the dangerous lives of altar boys
Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,English,UK,Drama Thriller,stoker,Chan-wook Park Mia Wasikowska Alden Ehrenreich Drama Thriller stoker
Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Cantonese,Hong Kong,Drama Romance Sci-Fi,2046,Kar-Wai Wong Li Gong Tony Chiu Wai Leung Drama Romance Sci-Fi 2046
Ira Sachs,David Richmond-Peck,Erin Boyes,English,USA,Crime Drama Romance,married life,Ira Sachs David Richmond-Peck Erin Boyes Crime Drama Romance married life
Carroll Ballard,Eamonn Walker,Hope Davis,English,USA,Adventure Drama Family,duma,Carroll Ballard Eamonn Walker Hope Davis Adventure Drama Family duma
Neil Jordan,Tony Curran,Stephen Rea,English,Ireland,Drama Mystery Romance,ondine,Neil Jordan Tony Curran Stephen Rea Drama Mystery Romance ondine
Takeshi Kitano,Omar Epps,Tatyana Ali,English,USA,Crime Drama Thriller,brother,Takeshi Kitano Omar Epps Tatyana Ali Crime Drama Thriller brother
Anthony Russo,Michael Jeter,Isaiah Washington,English,USA,Comedy Crime,welcome to collinwood,Anthony Russo Michael Jeter Isaiah Washington Comedy Crime welcome to collinwood
Sidney Lumet,Kyra Sedgwick,Anne Bancroft,English,Australia,Comedy Drama,critical care,Sidney Lumet Kyra Sedgwick Anne Bancroft Comedy Drama critical care
Vadim Perelman,Eva Amurri Martino,Lynn Cohen,English,USA,Drama Mystery Thriller,the life before her eyes,Vadim Perelman Eva Amurri Martino Lynn Cohen Drama Mystery Thriller the life before her eyes
Lawrence Kasdan,Dianne Wiest,Mark Duplass,English,USA,Comedy Drama Romance,darling companion,Lawrence Kasdan Dianne Wiest Mark Duplass Comedy Drama Romance darling companion
Marco Kreuzpaintner,Zack Ward,Kate del Castillo,English,Germany,Crime Drama Thriller,trade,Marco Kreuzpaintner Zack Ward Kate del Castillo Crime Drama Thriller trade
Lajos Koltai,Marcell Nagy,Péter Fancsikai,Hungarian,Hungary,Drama Romance War,fateless,Lajos Koltai Marcell Nagy Péter Fancsikai Drama Romance War fateless
Alan Rudolph,Bruce Willis,Albert Finney,English,USA,Comedy,breakfast of champions,Alan Rudolph Bruce Willis Albert Finney Comedy breakfast of champions
Vincenzo Natali,David Hewlett,Jeremy Northam,English,USA,Mystery Romance Sci-Fi Thriller,cypher,Vincenzo Natali David Hewlett Jeremy Northam Mystery Romance Sci-Fi Thriller cypher
Chuan Lu,Ye Liu,Yuanyuan Gao,Mandarin,China,Drama History War,city of life and death,Chuan Lu Ye Liu Yuanyuan Gao Drama History War city of life and death
Lijun Sun,Jon Heder,Tom Arnold,Mandarin,China,Action Adventure Animation Comedy Family,legend of kung fu rabbit,Lijun Sun Jon Heder Tom Arnold Action Adventure Animation Comedy Family legend of kung fu rabbit
Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Japanese,Japan,Action Adventure Drama Sci-Fi,space battleship yamato,Takashi Yamazaki Takuya Kimura Meisa Kuroki Action Adventure Drama Sci-Fi space battleship yamato
Renny Harlin,Richard Coyle,Kenneth Cranham,English,Georgia,Action Drama War,5 days of war,Renny Harlin Richard Coyle Kenneth Cranham Action Drama War 5 days of war
Christopher Smith,Rachael Carpani,Michael Dorman,English,UK,Fantasy Mystery Thriller,triangle,Christopher Smith Rachael Carpani Michael Dorman Fantasy Mystery Thriller triangle
Timothy Hines,Christopher Lambert,Kelly LeBrock,English,USA,Drama,10 days in a madhouse,Timothy Hines Christopher Lambert Kelly LeBrock Drama 10 days in a madhouse
Randall Wallace,Jacob Vargas,Connor Corum,English,USA,Biography Drama,heaven is for real,Randall Wallace Jacob Vargas Connor Corum Biography Drama heaven is for real
David Winters,Gary Daniels,Matt Marr,English,USA,Family Musical,dancin' it's on,David Winters Gary Daniels Matt Marr Family Musical dancin' it's on
Mary Lambert,Miko Hughes,Fred Gwynne,English,USA,Fantasy Horror,pet sematary,Mary Lambert Miko Hughes Fred Gwynne Fantasy Horror pet sematary
Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Japanese,Japan,Drama,madadayo,Akira Kurosawa Tatsuo Matsumura Tetsu Watanabe Drama madadayo
Jamie Thraves,Paddy Considine,Caroline Dhavernas,English,UK,Drama Thriller,the cry of the owl,Jamie Thraves Paddy Considine Caroline Dhavernas Drama Thriller the cry of the owl
Mabel Cheung,Wei Tang,Ching Wan Lau,Chinese,China,Drama,a tale of three cities,Mabel Cheung Wei Tang Ching Wan Lau Drama a tale of three cities
Joe Dante,Phoebe Cates,Harry Carey Jr.,English,USA,Comedy Fantasy Horror,gremlins,Joe Dante Phoebe Cates Harry Carey Jr. Comedy Fantasy Horror gremlins
George Lucas,Harrison Ford,Peter Cushing,English,USA,Action Adventure Fantasy Sci-Fi,star wars: episode iv - a new hope,George Lucas Harrison Ford Peter Cushing Action Adventure Fantasy Sci-Fi star wars: episode iv - a new hope
Dan Mazer,Robert De Niro,Zoey Deutch,English,USA,Comedy,dirty grandpa,Dan Mazer Robert De Niro Zoey Deutch Comedy dirty grandpa
David Lean,Julie Christie,Klaus Kinski,English,USA,Drama Romance War,doctor zhivago,David Lean Julie Christie Klaus Kinski Drama Romance War doctor zhivago
Stephen Daldry,Wagner Moura,Selton Mello,Portuguese,UK,Adventure Crime Drama Mystery Thriller,trash,Stephen Daldry Wagner Moura Selton Mello Adventure Crime Drama Mystery Thriller trash
Kenny Ortega,Lucas Grabeel,Matt Prokop,English,USA,Comedy Drama Family Music Musical Romance,high school musical 3: senior year,Kenny Ortega Lucas Grabeel Matt Prokop Comedy Drama Family Music Musical Romance high school musical 3: senior year
David O. Russell,Christian Bale,Jack McGee,English,USA,Biography Drama Sport,the fighter,David O. Russell Christian Bale Jack McGee Biography Drama Sport the fighter
Jeff Tremaine,Bam Margera,Steve-O,English,USA,Action Comedy Documentary,jackass number two,Jeff Tremaine Bam Margera Steve-O Action Comedy Documentary jackass number two
Jonathan Lynn,Fred Gwynne,Bruce McGill,English,USA,Comedy Crime,my cousin vinny,Jonathan Lynn Fred Gwynne Bruce McGill Comedy Crime my cousin vinny
R.J. Cutler,Chloë Grace Moretz,Mireille Enos,English,USA,Drama Fantasy Music Romance,if i stay,R.J. Cutler Chloë Grace Moretz Mireille Enos Drama Fantasy Music Romance if i stay
Brian Trenchard-Smith,Zoe Ventoura,Damien Garvey,English,Canada,Action Comedy Crime,drive hard,Brian Trenchard-Smith Zoe Ventoura Damien Garvey Action Comedy Crime drive hard
David S. Ward,Corbin Bernsen,Tom Berenger,English,USA,Comedy Sport,major league,David S. Ward Corbin Bernsen Tom Berenger Comedy Sport major league
Oliver Parker,Lily Cole,Rupert Everett,English,UK,Comedy,st. trinian's,Oliver Parker Lily Cole Rupert Everett Comedy st. trinian's
Joel Schumacher,Radha Mitchell,John Enos III,English,USA,Crime Thriller,phone booth,Joel Schumacher Radha Mitchell John Enos III Crime Thriller phone booth
Adam Shankman,Lauren German,Peter Coyote,English,USA,Drama Romance,a walk to remember,Adam Shankman Lauren German Peter Coyote Drama Romance a walk to remember
Tim Robbins,Lois Smith,Celia Weston,English,UK,Crime Drama,dead man walking,Tim Robbins Lois Smith Celia Weston Crime Drama dead man walking
Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,English,USA,Drama Romance,cruel intentions,Roger Kumble Sarah Michelle Gellar Sean Patrick Thomas Drama Romance cruel intentions
Kevin Greutert,Costas Mandylor,Shawnee Smith,English,Canada,Horror Mystery,saw vi,Kevin Greutert Costas Mandylor Shawnee Smith Horror Mystery saw vi
Gina Prince-Bythewood,Nate Parker,Alicia Keys,English,USA,Drama,the secret life of bees,Gina Prince-Bythewood Nate Parker Alicia Keys Drama the secret life of bees
Rob Pritts,Vincent Pastore,Vinessa Shaw,English,USA,Comedy Crime,corky romano,Rob Pritts Vincent Pastore Vinessa Shaw Comedy Crime corky romano
Brian De Palma,Steven Bauer,Gabrielle Carteris,English,USA,Crime Drama Thriller,raising cain,Brian De Palma Steven Bauer Gabrielle Carteris Crime Drama Thriller raising cain
Norman Jewison,Sylvester Stallone,Peter Boyle,English,USA,Drama,f.i.s.t.,Norman Jewison Sylvester Stallone Peter Boyle Drama f.i.s.t.
Tobe Hooper,Louise Fletcher,Bud Cort,English,USA,Horror Sci-Fi,invaders from mars,Tobe Hooper Louise Fletcher Bud Cort Horror Sci-Fi invaders from mars
John Crowley,Julie Walters,Fiona Glascott,English,UK,Drama Romance,brooklyn,John Crowley Julie Walters Fiona Glascott Drama Romance brooklyn
Stanley Kubrick,Ryan O'Neal,Steven Berkoff,English,UK,Adventure Drama History War,barry lyndon,Stanley Kubrick Ryan O'Neal Steven Berkoff Adventure Drama History War barry lyndon
Brendan Malloy,Lee Majors,Jason London,English,USA,Comedy Sport,out cold,Brendan Malloy Lee Majors Jason London Comedy Sport out cold
Reginald Hudlin,Will Ferrell,John Witherspoon,English,USA,Comedy,the ladies man,Reginald Hudlin Will Ferrell John Witherspoon Comedy the ladies man
Dustin Hoffman,Luke Newberry,Sheridan Smith,English,UK,Comedy Drama,quartet,Dustin Hoffman Luke Newberry Sheridan Smith Comedy Drama quartet
